Country_Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Congo, Dem. Rep.",COD,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7.544642408,9.373601553,27.85181701,2.500000031,2.100000021,3.069010671,14.43349633,6.704140752,7.435791083,9.524554843,12.25692055,11.77990023,14.64634115,13.70828422,10.85710324,14.5634354,28.78134894,24.89210592,14.32823128,21.84242344,23.22347434,18.5271202,17.3999359,24.98767838,20.60095962,20.59453968,24.60228095,27.52132363,
"Congo, Rep.",COG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,53.18682682,64.65345362,36.29847941,22.74108549,20.31055597,22.42798057,30.25829317,31.50684426,29.58198376,26.70537675,24.21051829,26.60653565,29.08213034,31.95364876,35.06032775,39.11192105,31.0038858,26.59574128,27.3323232,25.96074349,35.76581576,48.16318996,59.73239437,38.43843856,30.39123631,30.28430264,29.45062753,19.72836302,18.61911988,14.1282962,15.90551181,20.52816443,21.59969088,29.49611893,54.48613543,36.57264249,32.79041317,22.23338497,26.68437527,27.77202788,22.6259542,26.35663721,23.40759656,26.09032417,22.52034084,25.93799848,28.28345678,61.05369606,42.07141217,54.29511083,47.19017067,36.84190123,43.81682827,47.06448239,53.58592765,79.40107966,74.00972044,37.27722491,25.18638452,24.06713947,15.59811089,14.14403834,
Colombia,COL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.25478807,20.49257191,18.12659185,17.65442074,17.5140548,14.72523476,19.05847036,16.99801193,19.09023501,17.87734498,20.23228489,19.41547028,18.12682608,18.26986346,21.45577944,16.9925057,17.56270314,18.75203379,18.28426355,18.15098539,19.06853774,20.62399478,20.4871425,19.8932137,18.96497004,19.0409037,18.00116265,19.99748878,21.98974065,19.97575416,20.60673055,19.10546385,20.55450146,24.94213311,25.53844675,25.79874333,22.15093866,20.92375062,19.72807918,12.88013417,14.89562703,16.03225135,17.25154184,18.68181902,19.44099661,21.65624131,22.9389629,23.45428069,23.72092145,21.98758309,21.88876227,22.99559144,22.10464406,22.18254485,24.00331366,23.77369229,23.16741956,21.59937684,21.19547556,21.38060955,19.24435201,19.80819171,
Comoros,COM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,18.04216914,18.04235589,18.04233181,18.04225694,18.04228943,18.04234217,18.04236517,18.04236765,18.04239148,18.04238232,18.04228002,18.04237649,18.04233559,18.04234494,18.04234211,18.04228945,18.04236157,18.04229837,18.0422766,18.04227634,18.04229519,18.04234013,18.04231172,18.0423216,18.04233401,18.04231317,18.04232581,16.8874091,19.24887687,17.99068055,18.1749652,16.02147148,16.15156407,16.35616975,15.20296538,13.63804028,12.56067301,13.43344337,14.86809293,12.73480626,11.80176253,13.53289459,
Cabo Verde,CPV,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.78971192,48.5351919,43.7894261,47.64732141,47.50878187,37.19352324,31.62958465,37.0042258,30.18659418,35.2566224,38.21336828,39.63869171,35.41876157,50.7971967,45.5955601,
Costa Rica,CRI,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.50043576,18.87822578,19.4533334,18.7944282,15.99412272,19.50362635,19.05839096,19.35734437,18.02719133,20.02899899,20.5364402,24.336557,22.02706979,23.99334779,26.73865196,21.6410984,23.66219118,24.26976921,23.46136179,25.31401397,26.5747299,29.02664822,24.68609352,24.18175913,22.69946366,25.88917329,25.20973983,27.12149083,24.46626492,26.58599561,27.3228218,18.40186842,20.4335201,21.02880085,20.77075591,19.54183962,17.75047996,20.05441807,22.66177946,21.07979806,20.68669031,20.11548912,19.88631938,18.96505104,18.92997061,18.96414573,21.08564151,23.28676827,24.61074009,18.4529136,19.83391852,20.0481796,19.85419551,19.59046016,19.22315329,18.85372644,18.88894098,18.06487424,18.36986057,16.0640852,15.80390476,19.64085254,
Caribbean small states,CSS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,25.92694101,25.93697326,25.93454637,25.9162428,25.89200872,25.95493528,25.98713369,25.922409,25.82472879,25.77083897,26.26956589,26.14812672,25.59878371,25.33632734,25.50139111,28.76320219,25.540928,22.85207025,24.02404456,26.32671003,24.80249224,13.99548243,6.544959175,6.394381927,5.242130851,7.014274978,15.89695562,14.95392944,13.20312508,11.85702671,12.50335347,11.46472489,9.196350159,8.503615478,8.800617753,10.77459352,11.72861509,10.18396387,14.84467892,10.9375,10.07337396,8.470792869,8.57521773,9.393633017,7.611337036,9.389094832,9.560030645,10.29829325,12.03398301,11.49495301,9.874990685,23.81095705,
Curacao,CUW,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74814772,35.66375441,33.69659101,28.92957282,29.41889287,31.35052998,33.38592909,,,,,
Cayman Islands,CYM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,22.52917602,26.56483238,34.8853722,37.2161941,38.72658021,37.81401897,33.81278141,31.7201665,30.11348713,33.59503199,30.34003462,25.92291888,25.53084143,27.45628501,30.89192911,27.04542752,25.84215003,28.69895942,24.08770256,25.51565377,26.58985465,24.26023238,24.08738491,19.08053376,19.9419086,20.57918745,17.89483669,20.46107964,19.67579084,22.07057916,22.44824793,24.60449107,24.38121085,28.95596935,22.87464111,23.96265643,18.87394423,16.1578707,12.89266292,13.52406442,13.63309263,17.36227488,20.64288971,19.28763403,19.84832647,20.10308155,18.18710153,
Czechia,CZE,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5535939,22.47918978,25.62474259,26.71042886,30.05820663,34.17051618,36.10606504,32.97793431,30.94062757,29.8259685,31.94629821,32.12080371,30.61703869,29.69361618,30.02510062,29.55121453,30.38272884,32.39430781,31.33111213,26.80079002,27.35986897,27.19092007,26.35984829,25.01318549,26.01012112,27.98324807,26.02397437,26.37162542,27.19683978,27.60703707,26.15352494,30.18468909,
Germany,DEU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,32.70424474,31.8095424,30.59086518,29.27810077,26.45493667,24.42246851,25.56140327,25.19637565,25.49771118,27.42884498,27.20555904,24.60613159,23.15102161,23.93920754,23.70189464,23.115307,23.13548743,22.54349819,23.27518296,24.24909269,24.82831535,25.77235465,25.26003784,23.93851127,24.33046378,24.32674799,23.26229065,23.37551947,24.02046247,24.00343776,24.486864,22.96045182,20.77639073,20.43679377,19.83907325,19.48512221,20.57071461,21.37992839,21.44618671,18.55646371,20.06578537,21.63523367,19.71598836,20.05374642,20.37029066,19.74294325,19.96742952,20.96227304,21.91959471,22.12054381,22.0899857,23.29031721,
Djibouti,DJI,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.87368761,2.854503777,-3.945924357,21.93594011,21.63280793,2.78696996,2.281531842,0.915273888,,
Dominica,DMA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.17754916,19.44080653,21.09836635,19.38129496,18.37954595,16.58522883,14.95667548,13.69406868,15.11718972,13.30351578,15.20677199,16.82798486,32.70422197,,,,
Denmark,DNK,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,25.64422791,25.15386215,25.04534622,27.03782047,26.74617712,25.91218121,26.70725882,27.5370573,26.93560675,22.47136377,25.41416063,24.4061957,23.13527667,23.11801108,20.12435332,17.01365319,18.27134084,18.36426446,20.60271185,22.09975165,23.78456876,22.02182102,21.05724152,21.32323576,20.79838341,19.61162028,18.93956955,17.37785844,18.73446114,20.68642172,20.06369793,22.06194616,22.65514829,20.8877451,22.35154176,21.82516652,21.34303792,20.92173562,21.691316,22.20644844,24.29829204,25.27783558,23.98409927,19.08836673,18.07604618,19.12696109,19.46639094,19.69080563,20.09102058,20.63120591,21.7753957,22.05306246,22.59928983,21.85308823,22.66306024,22.96894174,
Dominican Republic,DOM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,12.61154638,8.867142985,11.90389516,16.01828402,18.32098463,9.773674136,15.85526984,15.52957093,15.37392271,18.13084112,19.14345338,17.85778578,19.70816142,22.09706585,23.3471306,24.51005779,22.3138555,21.78888622,23.87174721,25.35507747,24.62987887,22.70376787,19.23821274,19.76254007,17.87777246,17.37191114,19.57190292,22.84297546,23.21926677,25.76373335,23.34965915,16.64806902,18.79126779,19.75813793,21.00439561,20.04953703,20.05426754,22.10140526,28.06937834,27.11277108,27.8926622,26.77064407,26.95675568,19.40916274,20.62734865,24.77307115,26.9268715,28.35139098,30.02372255,23.57348335,26.37996593,25.02625542,24.29574454,22.7236665,23.11293969,23.44214517,22.97219036,22.47188432,25.79567092,26.00348702,25.38166257,31.3520926,
Algeria,DZA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,42.1845774,47.189529,35.42061341,28.94066239,21.8466084,22.60394356,17.32413168,23.43441677,27.86792192,32.35273648,36.64906885,35.28134219,34.30248942,40.28419497,40.0165344,45.40682642,43.3502751,46.91473512,52.21935402,42.54592508,39.07692215,36.99059454,37.28323708,37.56953342,35.16442399,34.56917207,33.55592459,27.55637947,27.63948454,30.07323386,28.58942067,31.8413271,30.75748942,29.09090811,30.08014286,30.90855624,25.67841426,22.44697253,27.14848166,26.24768467,23.5639069,26.8410615,30.65336244,30.34066273,33.26354011,31.65641451,30.17046366,34.46947819,37.34843853,46.87645747,41.43029216,38.05320508,39.15272914,43.41116148,45.62657391,50.78068839,50.77772389,48.54374106,47.07082503,44.69183981,41.85206541,37.33533138,
East Asia & Pacific (excluding high income),EAP,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,35.07667286,19.97260483,15.14051187,20.42698391,22.77698122,25.33634542,28.43979711,22.42473153,22.88660642,23.19827763,30.92168125,31.74556811,29.95745435,31.31169432,30.42676653,32.16414213,29.72461302,30.32972133,31.71470521,31.29721203,29.90542211,29.10072084,28.78833154,30.76991987,30.36217449,32.72558277,31.35060353,30.01142136,32.99379579,34.0538701,33.72201241,34.47759981,35.76358447,37.74666096,36.82806489,36.82470677,36.22349358,34.14030198,31.67549925,30.05980121,30.20062837,32.09185368,32.46896619,35.3563273,37.17466909,36.46560078,35.89661179,36.54240911,38.56118595,41.11367035,42.49458876,42.82870555,42.90139486,43.14828084,42.77448599,40.78700057,40.26621281,40.69545498,41.55391243,40.85276086,40.79465275,40.83758921,
Early-demographic dividend,EAR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,18.23261826,17.98095553,19.31432208,20.08386485,18.98646013,19.26745529,19.25087646,19.58558201,20.86553509,20.81770078,21.2523682,20.09674551,23.54692169,24.21010026,26.24560344,27.23803894,26.31108448,23.62178804,24.6055071,24.68503463,23.34542499,23.80416317,22.86161389,20.99802402,20.77315871,20.60780929,21.86180737,22.14683022,22.22016652,21.93077405,22.61745353,22.36921879,22.72936017,23.06913695,22.49508721,23.0919172,23.22068126,22.5649917,21.77172476,21.67712305,22.0696659,22.71502569,24.42111842,24.80679321,26.07364042,27.69557428,27.58012047,27.11714247,27.79909721,28.42681663,28.2284326,27.27897567,27.53346903,27.37400295,26.83909182,27.35140251,27.51028243,26.68006174,25.23600952,26.13655658,
East Asia & Pacific,EAS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,58.41600693,36.71150476,28.04086091,34.09346902,35.74660679,40.11071449,41.79385138,33.85978404,32.75818417,32.81025799,37.06125824,35.42244613,34.97019975,37.19071477,36.92011512,33.55505996,32.46308757,32.13572012,32.95164151,34.35427751,33.58932438,32.75809031,31.82651042,31.04914705,30.91758521,31.30124766,31.11626132,31.5778001,33.69502292,34.39004152,34.81234668,34.64559093,33.58969095,32.76280054,31.67365359,32.14485875,32.74414925,31.7485447,29.54624897,28.53719084,28.95608879,28.50566562,27.64705028,28.46781147,29.35505301,29.6303958,29.98411717,30.55763692,31.90953415,31.50204107,32.8675344,33.78558023,34.34753736,35.40563947,35.70134313,34.84285669,34.31762673,34.94893849,35.78135477,35.39966628,35.38980232,35.91942252,
Europe & Central Asia (excluding high income),ECA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.61792924,30.83240477,27.99055593,31.85692892,31.43423054,26.90273928,24.86306442,24.75546682,22.94918789,22.22049942,19.56569396,18.36485096,21.08570211,20.91968799,20.95768623,21.97026521,23.12121392,23.50334977,24.90728924,26.50613506,27.06467343,21.48276462,24.10056553,25.7640617,25.39752354,24.90120134,24.39238907,24.58077245,24.99191414,25.76715588,24.37888444,23.76130166,25.33384784,24.81257849,
Europe & Central Asia,ECS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,29.41304807,28.50404668,27.97871959,29.09464068,29.30151251,25.90712427,26.9769204,26.0970286,25.28565334,25.98583064,26.19632143,23.81646416,23.51174866,23.01673554,23.16578362,23.0830272,23.20538374,23.46941791,24.69852666,25.78302552,25.30422193,24.61145881,23.57406901,21.75426205,21.99271935,22.1943146,21.63404222,21.48965035,22.00203294,22.05653761,22.64474481,22.1504639,21.44903009,21.44850066,21.67239421,22.00302493,23.00189121,23.89720832,23.67915542,20.30498028,21.19593877,21.97867119,20.97187454,20.69058962,20.92653552,21.14367502,21.40070459,22.04196541,22.20707521,22.73590297,22.57508435,22.95124497,
Ecuador,ECU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,25.4143931,25.42510388,23.73171192,23.92028891,24.63716129,24.36489482,22.38243597,22.90410645,18.35770879,22.48402678,19.55991545,22.39885212,23.25351865,20.52541332,24.64319804,20.57484429,21.05575904,24.48968389,26.60325304,22.78524468,25.3748809,25.82635515,21.7648178,20.66603512,18.78183489,18.95160655,23.56884713,25.40759223,26.11010737,27.08991607,24.07200302,22.04545325,22.6700564,21.07743002,21.28627174,19.82476483,18.53781543,20.30894446,23.99565774,19.62846281,21.27872101,22.34919319,23.70237849,19.58955329,20.19900654,21.63710123,22.45981393,22.70482793,26.38750759,25.63926505,28.03731307,28.14239888,27.79583594,28.46705779,28.31443808,26.87009832,24.97903494,26.28025933,26.74776488,25.90600572,22.04565032,22.34866336,
"Egypt, Arab Rep.",EGY,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,15.43555434,16.06823409,17.86436317,18.467454,19.4041514,16.88369013,16.39471639,14.06817106,13.01299724,10.74742077,14.60207396,12.86547975,11.25350977,13.19739805,18.88831356,25.94504956,21.62843421,23.99176604,28.60038077,32.18702435,27.5,32.09875036,28.94994656,30.82706767,30.37974684,29.75871314,29.47845805,26.01941748,33.11688312,31.68831039,28.91440585,23.73333333,19.48238677,19.84536082,20.62857143,20.14705882,18.1342633,17.56299361,21.50313152,21.6189857,19.55307263,18.26038472,17.99947216,16.88622754,16.93797651,17.97585887,18.73077546,20.85123523,22.38972641,19.19017463,19.50107741,17.10305594,16.02675106,14.21199742,13.64319249,14.28863701,15.04023031,15.27377522,16.65615,18.21273557,13.79333903,12.22993219,
Euro area,EMU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,29.75139818,28.66014145,28.07932195,28.71265414,28.64616979,25.32116875,26.3985937,25.64772196,25.03662473,25.8827719,26.54941141,24.1905081,23.57735931,22.7812021,22.72630922,22.48843915,22.41517852,22.50838706,23.61835142,24.40548734,24.655495,24.34787494,23.3867498,21.55864216,21.93111594,22.35094631,21.70180774,21.86011568,22.61663683,22.98891112,23.62207771,23.00973342,22.05502488,22.01306394,22.19606085,22.45136289,23.39046362,24.11194861,23.61919256,20.41064067,21.00418313,21.52521283,20.0044958,19.62076552,19.95583536,20.38275308,20.69378442,21.32362952,21.88877726,22.86008355,22.32442581,22.94925711,
Eritrea,ERI,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.810856542,16.99501349,25.13739619,22.53669613,27.58925736,31.28072738,32.28685892,45.51417965,21.99675676,35.26062176,29.54893233,26.54396041,20.26292175,20.33943972,13.68111654,12.67357541,12.71354048,9.263795978,12.38540149,12.62631766,,,,,,,,,,,
Spain,ESP,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,28.35870953,26.07149712,27.31211934,28.69800544,31.84526755,30.10809539,28.41782332,26.36509428,24.17135396,23.5635554,24.37211379,22.70685592,22.58306209,21.72842695,20.59604874,20.81940492,21.7284206,23.16043568,25.34855614,26.67576158,26.83614207,26.01697819,24.06589903,21.46347684,21.65143554,22.51882376,22.22656034,22.61106018,23.9270998,25.53770796,26.6403849,26.45903739,26.68420603,27.50347142,28.28537752,29.38717236,30.56534867,30.44222478,28.45455914,23.3033424,22.30306635,20.5718755,18.43557973,17.21014581,17.89420574,18.98743335,18.74356167,19.40073566,20.46776242,20.82940925,20.39885902,20.84133631,
Estonia,EST,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.41113237,27.48302296,30.72325357,31.62450389,25.90380943,28.47610321,29.58166006,32.94034705,35.19723307,34.65650943,33.35722415,39.83224175,40.00791643,31.63503883,21.00979517,21.5886491,25.56681987,29.35618325,27.22841105,27.15072147,25.09424245,25.20332299,26.46330934,28.02897065,26.05485558,31.32680007,30.34912197,
Ethiopia,ETH,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.10766647,37.09796197,34.08111832,37.9937253,40.67127298,37.3487737,38.44398637,34.72881719,35.26398392,30.57896785,28.02295377,
European Union,EUU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,30.01705736,28.81278361,28.2345029,28.79061923,28.84867476,25.68754595,26.719725,25.79563948,25.03052529,25.94687223,26.57207857,24.16664571,23.59571451,22.82781298,22.88332966,22.79376181,22.69131145,22.77326473,23.83898676,24.69878124,24.90719946,24.31278502,23.32137617,21.44002707,21.84463932,22.28886215,21.73168808,21.9610769,22.71268808,22.98990922,23.65075464,23.01426611,22.07474571,22.04384126,22.29138856,22.52332582,23.55626579,24.44179976,24.01655623,20.62823323,21.17293136,21.73090252,20.29649271,19.88855763,20.30904186,20.76427895,20.9689234,21.57960137,22.18828659,22.97418407,22.4373133,23.23536794,
Fragile and conflict affected situations,FCS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.11329722,22.79100546,25.04558506,23.00934823,22.48530076,21.506872,20.57846812,20.40327044,21.72893512,22.21505293,20.5815695,22.01721554,18.0922135,18.59382437,18.52697269,19.26162665,21.69040847,20.74587454,20.3481994,18.98825527,17.84794596,19.35270321,20.02735192,21.33329571,21.60372203,21.08179996,21.59663848,22.2053259,21.469964,23.4519885,22.55491864,23.64465185,
Finland,FIN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,31.82451592,31.94473997,29.41598915,30.89732006,37.02953807,36.16883009,29.22784334,27.98790934,24.39675632,27.77615264,31.24758594,28.3972995,28.67322384,28.39462221,27.22970445,26.94651901,26.05713557,26.80459566,29.10470133,31.99986029,30.13885377,24.09233708,21.07286924,18.5840295,19.7610993,20.34723843,20.24039262,21.75494328,23.01492438,22.40537048,23.86435262,23.17739304,22.05258408,22.2268351,22.8700286,24.60424927,23.99636778,25.55165925,25.24695648,21.47270656,22.08267116,24.04418226,23.39071912,22.33446391,21.9210525,21.71298815,23.27485541,24.00696418,25.26792369,24.09300503,24.50481636,23.9633683,
Fiji,FJI,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,31.83897206,34.29924242,25.55236213,21.15216064,18.92103819,19.08994227,18.23219539,15.997816,12.85588309,13.43001883,14.28282828,15.71498531,12.76050712,15.97224975,13.48621451,13.71395575,16.70460632,18.34901909,28.24174151,22.85204898,17.32217339,16.20414673,19.8493465,22.14298817,19.26871364,21.04166667,18.64919166,15.61184537,23.42338549,19.01825207,18.73867706,20.99730305,17.27265046,27.63316087,18.55453235,21.0382487,20.31315298,20.25675378,19.20938432,14.7425259,12.04658579,,
France,FRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,25.57757185,25.26637125,25.97792851,26.00714801,27.48639672,27.18196331,27.96585613,27.98146183,27.51144007,28.40894933,28.1921749,27.39029331,27.65277627,28.22529875,29.11681402,24.89358816,26.45921676,25.58416203,24.31335427,24.85748726,25.74805764,23.51853486,23.79788699,21.75040583,21.22922648,21.16857972,21.75691999,22.26294214,23.34268251,24.26836863,24.40966033,23.60216359,21.96001178,19.5434101,20.31737475,20.51313622,19.62226875,19.45200139,20.68051093,21.36389819,22.48805446,22.16486803,21.31558247,21.18612886,21.88960334,22.45262344,23.23771164,24.1648123,24.12988486,21.33315982,21.9462945,23.22090937,22.62663227,22.28719307,22.70983107,22.71232406,22.60939274,23.43619001,23.85725759,24.36464032,23.7207251,25.02669071,
Faroe Islands,FRO,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1189566,23.66213296,30.81756631,26.12072447,23.29310088,31.40798237,20.23477722,22.0164882,28.67310625,32.14664373,26.16652355,17.53852903,19.52082475,16.25782377,26.25769053,21.59579045,21.75813828,23.96777733,22.1636692,23.45987701,29.7112462,27.82075342,28.78329483,27.73323107,
"Micronesia, Fed. Sts.",FSM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,37.74647887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,31.95530012,31.96954329,48.11059908,37.55431409,51.7621738,62.67301038,73.49464609,58.0701246,35.0148368,32.91964009,27.53815528,36.35064316,35.0155606,35.18532848,32.96491454,41.99266911,46.36463901,26.36114776,37.47482714,26.30475477,21.67715661,26.46803177,22.42511447,22.44852419,21.86759487,23.30316662,24.8489416,30.76131384,39.55765673,26.16858187,21.90205643,22.74546907,25.10709764,22.63910148,21.49605177,21.3645323,24.04519626,24.87869405,25.08989743,27.98111336,29.70111381,26.64238956,26.96614996,29.18059503,35.1390486,29.23095629,26.98226104,21.29860844,19.25823243,21.89879657,19.899426,16.7901001,
United Kingdom,GBR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,24.4074085,23.82460565,23.20122403,27.21037102,27.75929488,23.95534619,26.07762534,25.44794253,24.82688581,24.97866836,21.47239908,19.3693071,20.16779664,21.09220343,22.20634998,22.01906723,21.77329513,22.7179812,25.43719558,26.07821564,23.18017048,19.77404277,19.00703438,18.547543,19.55735847,18.65892528,18.84921724,17.64187297,18.16764499,17.99971268,18.33186062,18.12833585,18.26691229,17.92105106,17.70072993,17.89413443,18.26536134,18.53121248,17.48984315,14.97762072,16.23518263,15.87088416,15.87844325,16.47851984,17.60678796,17.76477643,17.93868448,18.35014542,18.10175164,18.26686467,17.25640099,18.09207564,
Georgia,GEO,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,29.20353982,25.20325203,26.15384615,31.06060606,32.85714286,34.28571429,29.9270073,28.87323944,30.82191781,27.77777778,30.66666667,28.125,23.39142091,5.999914618,2.646569877,4.032902674,19.5957322,17.83745856,27.1704526,26.45299628,26.58131588,30.32774648,28.50118294,29.09587697,30.98744949,33.32960442,29.73480591,33.45455401,27.6897913,13.98587791,20.52415955,22.20325213,25.87586724,20.99107827,25.40611747,26.29438633,30.15208171,27.29014563,28.12302408,25.2989279,23.85666782,18.97164224,
Ghana,GHA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,24.39585731,20.10752688,17.12259372,18.72727273,19.49838188,17.87175989,12.8458498,10.30585106,11.11764706,11.79410295,14.16555998,14.12,7.104795737,9.025992574,13.0472103,12.72004543,,,,,,,,3.749769069,6.876822602,9.570089317,9.362075742,10.43404826,11.29599047,13.20901431,14.44399729,15.87898641,12.8,22.21017019,23.95773295,20.02141466,21.19999647,24.80621254,23.10938945,21.0005345,23.9986005,26.5994216,19.7,22.93692798,28.37750668,29.00214064,22.95412369,15.38454499,16.49196394,16.43179311,13.10019371,12.80999297,16.96772212,24.77180621,27.19768456,27.83589299,25.71257535,20.59381644,22.64933551,19.66442168,19.07206589,18.55262436,
Gibraltar,GIB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,14.93001653,16.2630231,17.08681814,17.18294977,20.10747004,18.20261636,17.54866792,17.75851421,18.6498298,21.79085226,20.78250745,21.00870908,19.20823046,19.84738947,20.47278961,16.47788213,14.53812401,21.61600363,20.7276096,19.53483182,24.5634012,23.4196755,26.21770065,21.30661486,20.32539913,24.0533327,26.02152624,23.49396044,22.81657671,24.16336504,52.6698422,22.27041715,19.54731482,19.7285577,14.8914629,14.8914629,
"Gambia, The",GMB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,8.178087397,9.187747958,10.5903207,10.04112646,6.889857733,5.593100437,7.22660473,8.12,5.957107993,8.545018007,11.75145705,13.27856836,23.13292411,29.08966881,26.69547522,25.33389988,22.46033002,18.88316426,18.31340466,15.08618238,16.59925327,17.12583291,16.355963,20.36526023,22.34319427,20.33774598,24.78932969,5.277756134,4.685493621,6.903703396,6.779200574,5.175169509,4.884402019,4.755047184,4.562497397,11.17274014,7.278327629,10.03888601,14.31837652,13.83185067,15.69068531,12.56652088,10.52243473,12.8914138,13.87671053,12.89616829,20.87716865,14.71355482,16.65456117,20.35152108,24.92148366,22.96115236,20.87807035,22.03927606,31.9542444,36.55661598,
